,plate,well,code,trans.index,pool.index,distance,position,gene
8565,23,117,1.10001E+22,4555,8565,3,300019,SP_0327
8566,23,118,1.10101E+21,5836,8566,2,1965053,SP_2064
8567,23,119,1.1111E+23,327,8567,1,135143,
8569,23,121,1.00001E+23,1238,8569,3,544225,SP_0577
8572,23,124,1.0001E+21,5600,8572,2,673008,SP_0707
8577,23,129,1E+23,2933,8577,3,1593266,
8598,23,150,1.0001E+21,5813,8598,1,1836757,
8599,23,151,1.11001E+23,4234,8599,3,2094532,SP_2176
8606,23,158,1.01101E+23,1624,8606,2,719528,SP_0760
8639,23,191,1.01111E+20,5954,8639,2,530225,
8643,23,195,1.00101E+20,6002,8643,1,1038940,
8644,23,196,1.01001E+22,4558,8644,3,342071,SP_0368
8653,23,205,1.00001E+23,3990,8653,2,2053024,SP_2142
8663,23,215,1.0111E+21,5698,8663,2,1254902,SP_1330
8666,23,218,1.111E+19,6203,8666,2,2087127,SP_2169
8668,23,220,1E+23,2144,8668,2,1072878,SP_1145
8679,23,231,1.01101E+21,5516,8679,2,421256,
8689,23,241,1.0111E+23,4293,8689,2,2116711,SP_2194
8708,23,260,1.1001E+22,5200,8708,2,1794229,SP_1890
8719,23,271,1.001E+22,5370,8719,3,2075885,SP_2159
8728,23,280,1.1001E+23,3972,8728,3,2046528,
8729,23,281,1.0101E+22,4603,8729,2,438606,SP_0462
8731,23,283,1.00111E+22,4974,8731,2,1269218,SP_1344
8744,23,296,1.01111E+23,247,8744,2,98282,SP_0096
8757,23,309,1.0111E+21,5510,8757,2,305475,
8757.1,23,309,1.0111E+21,5741,8757,3,1536352,
8761,23,313,1.011E+23,2890,8761,2,1584168,SP_1684
8762,23,314,1.01011E+23,5753,8762,2,1596809,SP_1693
8821,23,373,1.0011E+23,2615,8821,2,1369018,SP_1449
8828,23,380,1.1001E+23,1498,8828,2,664959,SP_0695
8840,24,8,1.00101E+19,5576,8840,3,586885,SP_0618
8842,24,10,1.01E+23,1910,8842,2,943461,SP_1002
8844,24,12,1.10011E+23,3627,8844,2,1928579,SP_2022
8846,24,14,1.0001E+23,3893,8846,2,2030914,SP_2117
8856,24,24,1.011E+23,5751,8856,2,1591044,
8860,24,28,1.10111E+22,4549,8860,2,294209,SP_0320
8865,24,33,1.01011E+22,5896,8865,3,31399,
8866,24,34,1.10001E+23,3282,8866,3,1754734,
8885,24,53,1.0101E+23,5893,8885,3,2129972,SP_2209
8893,24,61,1.0111E+23,3547,8893,3,1883679,SP_1979
8895,24,63,1.1011E+23,3957,8895,3,2044082,
8905,24,73,1.1011E+21,1837,8905,2,883833,SP_0930
8917,24,85,1.01001E+23,1926,8917,2,950471,SP_1005
8926,24,94,1.10111E+23,903,8926,2,376731,SP_0397
8930,24,98,1.101E+23,3842,8930,2,2012704,
8958,24,126,1.011E+22,4902,8958,3,1111654,SP_1175
8965,24,133,1.0111E+23,3151,8965,2,1715757,SP_1799
8976,24,144,1.0001E+22,4407,8976,3,88332,SP_0082
8980,24,148,1.01101E+23,1721,8980,3,826280,
9001,24,169,1.001E+23,1144,9001,1,508314,SP_0529
9002,24,170,1.0101E+22,4449,9002,2,133467,SP_0133
9007,24,175,1.11E+23,1000,9007,2,442048,SP_0463
9017,24,185,1.11001E+22,5236,9017,2,1873165,SP_1965
9025,24,193,1.001E+22,5244,9025,2,1886572,SP_1982
9034,24,202,1.01E+23,1383,9034,2,615421,
9044,24,212,1.1011E+23,2092,9044,1,1046467,SP_1116
9045,24,213,1.01011E+23,3633,9045,2,1930360,
9062,24,230,1.10011E+22,4511,9062,2,211917,SP_0241
9062.1,24,230,1.10011E+22,5252,9062,2,1922189,SP_2016
9085,24,253,1.10111E+23,4276,9085,2,2111267,SP_2190
9104,24,272,1.0001E+22,5424,9104,2,2158773,
9113,24,281,1.10011E+23,898,9113,3,376014,
9114,24,282,1.1111E+23,2234,9114,2,1144730,SP_1214
9126,24,294,1.101E+22,4740,9126,3,672507,SP_0707
9130,24,298,1.00011E+23,3180,9130,2,1724826,SP_1811
9140,24,308,1.011E+23,2714,9140,2,1456762,SP_1548
9143,24,311,1E+23,723,9143,2,278096,SP_0303
9151,24,319,1.011E+23,2198,9151,2,1115810,
9161,24,329,1.10011E+21,1045,9161,3,457850,SP_0478
9162,24,330,1.111E+23,2762,9162,3,1516472,SP_1615
9164,24,332,1.1111E+23,1239,9164,3,544323,SP_0577
9186,24,354,1.10011E+22,4879,9186,3,1066148,
9193,24,361,1.00111E+21,3104,9193,3,1694293,SP_1775
9199,24,367,1.10011E+23,4461,9199,2,140397,SP_0141
9200,24,368,1.10101E+22,5316,9200,2,2020267,
9209,24,377,1.0011E+23,2230,9209,2,1135011,SP_1201
9221,25,5,1.10101E+22,4467,9221,2,145443,
9223,25,7,1.11101E+23,3182,9223,2,1726448,SP_1813
9230,25,14,1.00011E+22,5372,9230,3,2076804,SP_2159
9240,25,24,1.0011E+23,2622,9240,2,1372176,
9246,25,30,1.1101E+23,3739,9246,2,1964508,SP_2063
9248,25,32,1.1011E+23,1076,9248,3,469305,SP_0491
9251,25,35,1.01001E+22,4775,9251,2,749656,SP_0797
9253,25,37,1.001E+20,5941,9253,2,441771,SP_0463
9264,25,48,1.001E+23,2940,9264,2,1597240,SP_1693
9266,25,50,1.1E+23,361,9266,2,138546,SP_0140
9270,25,54,1.1101E+21,1824,9270,3,875413,
9288,25,72,1.0111E+23,3708,9288,1,1951720,SP_2049
9309,25,93,1.001E+21,5784,9309,2,1736042,SP_1825
9318,25,102,1.0101E+22,4891,9318,3,1087621,SP_1154
9333,25,117,1.01011E+22,5364,9333,2,2072030,SP_2157
9384,25,168,1.111E+23,15,9384,2,8612,SP_0007
9396,25,180,1.0111E+22,4827,9396,3,946883,
9409,25,193,1.1E+23,1216,9409,2,542509,SP_0575
9449,25,233,1.111E+22,737,9449,1,280083,SP_0306
9454,25,238,1.01001E+23,1971,9454,2,978143,SP_1038
9460,25,244,1.11011E+20,5939,9460,3,426893,SP_0454
9462,25,246,1.00101E+23,2711,9462,2,1455840,SP_1548
9467,25,251,1.1011E+23,2705,9467,2,1448340,
9470,25,254,1.0111E+21,5073,9470,2,1534746,SP_1634
9476,25,260,1.10001E+22,5401,9476,2,2098256,
9485,25,269,1.001E+23,1596,9485,2,702131,SP_0739
9511,25,295,1.01111E+23,3453,9511,2,1845450,SP_1941
9517,25,301,1.11001E+23,3035,9517,2,1663476,SP_1761
9541,25,325,1.01001E+23,2063,9541,3,1016731,
9544,25,328,1.111E+22,4736,9544,3,670619,SP_0704
9552,25,336,1.0001E+22,2559,9552,2,1349323,SP_1430
9567,25,351,1.00001E+23,3354,9567,3,1786755,SP_1884
9572,25,356,1.1111E+22,4711,9572,3,624976,SP_0652
9585,25,369,1.10001E+17,6295,9585,2,1993970,SP_2084
9590,25,374,1.01001E+23,3303,9590,2,1760179,SP_1852
9609,26,9,1.01011E+23,3873,9609,2,2023348,
9626,26,26,1.01E+23,2531,9626,2,1340435,
9637,26,37,1.11E+23,1523,9637,2,671061,SP_0705
9644,26,44,1.10011E+21,5429,9644,2,37070,SP_0035
9650,26,50,1.10111E+22,4304,9650,3,2125090,SP_2205
9664,26,64,1.1101E+20,6035,9664,3,1443525,SP_1532
9686,26,86,1.0001E+22,5043,9686,2,1463096,SP_1553
9691,26,91,1.1E+23,2052,9691,2,1000592,
9709,26,109,1.10101E+23,2777,9709,2,1519652,SP_1618
9717,26,117,1.00101E+22,4375,9717,1,31129,SP_0031
9735,26,135,1.00111E+15,6398,9735,2,1961913,SP_2060
9736,26,136,1.11011E+23,2834,9736,2,1545455,SP_1646
9737,26,137,1.10001E+23,1209,9737,1,541066,
9747,26,147,1.00011E+23,2337,9747,3,1228429,SP_1294
9756,26,156,1.10101E+21,1790,9756,3,861931,SP_0908
9760,26,160,1.01001E+20,6246,9760,3,1430116,SP_1523
9766,26,166,1.1E+23,6292,9766,2,1793678,SP_1889
9781,26,181,1.101E+18,6229,9781,2,672768,SP_0707
9798,26,198,1.0111E+22,4643,9798,2,490424,SP_0509
9810,26,210,1.11101E+23,2009,9810,2,987598,
9825,26,225,1.11111E+23,543,9825,3,184554,
9841,26,241,1.0001E+23,2993,9841,2,1645562,
9850,26,250,1.11111E+23,1493,9850,3,663555,SP_0693
9851,26,251,1.01011E+19,6164,9851,2,1256327,
9857,26,257,1.01101E+22,4704,9857,2,613939,SP_0647
9871,26,271,1.101E+22,1893,9871,2,926085,SP_0979
9878,26,278,1.00001E+21,5494,9878,2,221087,SP_0251
9894,26,294,1.10011E+22,5379,9894,2,2078714,SP_2160
9910,26,310,1.1E+20,6107,9910,3,2112975,SP_2192
9927,26,327,1.0101E+23,382,9927,2,141930,
9931,26,331,1.01E+20,5985,9931,2,921679,SP_0975
9938,26,338,1.10011E+23,3516,9938,3,1862055,
9941,26,341,1.0101E+22,4608,9941,2,449330,
9953,26,353,1.0011E+23,722,9953,2,278028,SP_0303
9956,26,356,1.10001E+23,3730,9956,2,1960647,
9999,27,15,1.10101E+23,2246,9999,2,1154961,SP_1222
10002,27,18,1.00111E+22,4624,10002,3,457916,SP_0478
10006,27,22,1.11111E+21,5616,10006,2,732883,
10027,27,43,1.11E+22,5108,10027,2,1622501,SP_1719
10042,27,58,1.10001E+22,4929,10042,2,1213505,SP_1277
10055,27,71,1.11111E+23,3753,10055,3,1980664,SP_2073
10060,27,76,1.1111E+23,1640,10060,2,732375,
10073,27,89,1.111E+22,4556,10073,2,304529,SP_0331
10074,27,90,1.11001E+21,5746,10074,2,1555637,SP_1654
10080,27,96,1.11101E+20,6083,10080,2,1878431,SP_1972
10088,27,104,1.111E+22,4768,10088,3,740731,SP_0787
10098,27,114,1.101E+23,1672,10098,3,769054,
10109,27,125,1.0111E+22,6075,10109,2,1816573,SP_1901
10125,27,141,1.111E+14,6390,10125,2,1532947,SP_1632
10143,27,159,1.10101E+23,1255,10143,3,546345,SP_0578
10147,27,163,1.111E+21,5648,10147,2,970363,SP_1028
10148,27,164,1.111E+23,480,10148,3,162115,SP_0166
10158,27,174,1.01001E+23,2954,10158,2,1609534,SP_1703
10162,27,178,1.11101E+22,5098,10162,3,1588687,SP_1687
10169,27,185,1.0111E+23,4072,10169,3,2073745,SP_2158
10196,27,212,1.01001E+19,5987,10196,2,936473,
10196.1,27,212,1.01001E+19,6181,10196,3,1673512,SP_1768
10220,27,236,1.11101E+22,5143,10220,3,1714202,
10220.1,27,236,1.11101E+22,5412,10220,2,2127606,SP_2206
10225,27,241,1.11011E+23,926,10225,1,392433,SP_0412
10230,27,246,1.111E+17,4680,10230,2,557533,SP_0587
10231,27,247,1.1E+22,5274,10231,1,1958090,SP_2057
10234,27,250,1.001E+23,1308,10234,2,569328,
10250,27,266,1.011E+22,4381,10250,2,53562,SP_0050
10252,27,268,1.1001E+23,4021,10252,2,2061970,SP_2147
10263,27,279,1.001E+22,6202,10263,2,2084687,
10272,27,288,1.11001E+23,1639,10272,3,731237,
10290,27,306,1.0111E+22,4611,10290,1,450188,
10300,27,316,1.111E+21,5574,10300,2,583338,SP_0615
10315,27,331,1.10101E+21,5824,10315,2,1924974,SP_2019
10320,27,336,1.1011E+23,5351,10320,2,2062719,SP_2148
10346,27,362,1.01101E+21,5558,10346,2,508900,SP_0529
10352,27,368,1.10101E+21,5623,10352,2,772164,SP_0820
10367,27,383,1.10101E+23,2686,10367,3,1435109,SP_1525
10368,27,384,1.1E+21,5478,10368,3,163520,
10373,28,5,1.10101E+22,4948,10373,3,1244556,SP_1321
10380,28,12,1.10101E+23,1930,10380,2,950879,SP_1005
10385,28,17,1.10111E+20,2941,10385,3,1597722,SP_1693
10388,28,20,1.00101E+22,5177,10388,2,1750639,SP_1840
10403,28,35,1.01111E+20,5897,10403,2,50787,
10413,28,45,1.01E+23,2150,10413,2,1086234,SP_1154
10447,28,79,1.01E+22,5374,10447,3,2077659,SP_2160
10449,28,81,1.001E+23,2804,10449,2,1529680,SP_1628
10452,28,84,1.1101E+23,2956,10452,2,1610189,
10456,28,88,1.11111E+22,4806,10456,2,872555,SP_0918
10459,28,91,1.1101E+22,4977,10459,2,1272608,SP_1351
10466,28,98,1.00111E+23,1902,10466,2,930831,SP_0986
10468,28,100,1.1111E+23,787,10468,2,296873,
10473,28,105,1.00101E+22,4544,10473,2,290409,
10479,28,111,1.11111E+21,5690,10479,3,1244016,SP_1320
10479.1,28,111,1.11111E+21,5691,10479,3,1244017,SP_1320
10482,28,114,1.011E+23,323,10482,2,134834,SP_0136
10483,28,115,1.10101E+23,679,10483,2,258908,SP_0281
10487,28,119,1.111E+23,1139,10487,3,506871,SP_0527
10505,28,137,1.01111E+23,297,10505,2,118499,SP_0117
10510,28,142,1.0011E+23,2386,10510,2,1248224,
10515,28,147,1.01E+22,5368,10515,2,2074898,SP_2159
10520,28,152,1.10001E+22,189,10520,2,78234,SP_0071
10530,28,162,1.1111E+23,2040,10530,3,995408,
10555,28,187,1.011E+23,166,10555,2,75898,SP_0071
10568,28,200,1.11E+23,2695,10568,2,1438322,SP_1527
10596,28,228,1.11001E+23,4634,10596,3,465579,SP_0484
10607,28,239,1.101E+18,6244,10607,2,1404342,SP_1494
10610,28,242,1.1101E+22,5111,10610,2,1633540,SP_1730
10613,28,245,1.00111E+21,5519,10613,2,423644,
10613.1,28,245,1.00111E+21,5779,10613,2,1717009,SP_1800
10619,28,251,1.0001E+22,5149,10619,2,1718384,
10625,28,257,1.01E+22,5232,10625,2,1860021,SP_1956
10640,28,272,1.0111E+23,3935,10640,3,2041466,SP_2129
10648,28,280,1.11001E+23,1006,10648,3,446780,SP_0468
10660,28,292,1.0011E+22,4990,10660,2,1316521,SP_1392
10686,28,318,1.1E+23,925,10686,2,389062,
10686.1,28,318,1.1E+23,2751,10686,2,1507930,SP_1606
10687,28,319,1.01011E+23,4344,10687,2,2155017,SP_2234
10706,28,338,1.001E+19,6322,10706,3,1241813,SP_1317
10719,28,351,1.01111E+22,4968,10719,2,1266275,SP_1343
10724,28,356,1.011E+23,3924,10724,2,2040233,SP_2128
10737,28,369,1.11111E+21,4456,10737,2,137836,SP_0139
10799,29,47,1.10001E+20,6099,10799,2,2074111,
10805,29,53,1.1111E+22,1515,10805,2,668867,
10829,29,77,1.111E+23,1276,10829,2,553999,
10835,29,83,1.01101E+22,4445,10835,2,120589,
10842,29,90,1.10011E+23,4744,10842,2,684467,
10863,29,111,1.101E+23,1369,10863,2,609480,SP_0641
10876,29,124,1.10101E+21,5764,10876,3,1667488,SP_1764
10877,29,125,1.11101E+20,6019,10877,2,1245738,SP_1322
10893,29,141,1.01101E+23,1113,10893,2,491869,SP_0510
10902,29,150,1.1011E+22,4993,10902,2,1324045,
10907,29,155,1.1101E+20,4330,10907,3,2151965,SP_2231
10908,29,156,1.0011E+19,5969,10908,2,726876,SP_0768
10910,29,158,1.11011E+23,3308,10910,3,1763231,SP_1855
10916,29,164,1.101E+22,4432,10916,1,112092,SP_0110
10947,29,195,1.0011E+23,918,10947,2,387561,
10950,29,198,1E+23,2857,10950,3,1557151,
10955,29,203,1.0001E+20,5914,10955,2,151061,SP_0153
10972,29,220,1.1111E+23,2431,10972,2,1265804,SP_1343
10972.1,29,220,1.1111E+23,2704,10972,3,1446061,SP_1536
10985,29,233,1.01111E+18,5830,10985,2,1938058,SP_2031
10987,29,235,1.00011E+23,2179,10987,3,1102356,SP_1166
10989,29,237,1.0001E+23,935,10989,2,414313,SP_0440
10991,29,239,1.1011E+23,2377,10991,2,1245200,SP_1322
10995,29,243,1.00101E+23,265,10995,2,103374,
11007,29,255,1.0111E+23,2864,11007,3,1575275,SP_1674
11027,29,275,1.0011E+23,2910,11027,2,1588258,SP_1687
11037,29,285,1.0101E+22,5174,11037,3,1749233,SP_1839
11047,29,295,1.11E+22,5219,11047,2,1848102,SP_1945
11054,29,302,1.01101E+23,3710,11054,2,1952871,SP_2052
11073,29,321,1.11011E+17,6278,11073,2,640024,
11073.1,29,321,1.11011E+17,6287,11073,2,1599381,
11074,29,322,1.01101E+21,5699,11074,1,1261445,SP_1338
11081,29,329,1.01011E+21,4501,11081,2,182118,SP_0192
11103,29,351,1.11111E+22,4212,11103,2,2092537,SP_2175
11109,29,357,1.00101E+23,574,11109,3,211002,SP_0241
11109.1,29,357,1.00101E+23,5932,11109,3,299297,
11114,29,362,1.10001E+20,6039,11114,2,1515458,
11120,29,368,1.0111E+23,682,11120,3,260764,
11120.1,29,368,1.0111E+23,939,11120,1,420142,SP_0447
11120.2,29,368,1.0111E+23,1491,11120,3,658368,
11121,29,369,1.0111E+23,2951,11121,3,1600274,SP_1695
11128,29,376,1.011E+23,194,11128,3,78773,SP_0071
11128.1,29,376,1.011E+23,567,11128,2,209169,SP_0239
11146,30,10,1.00011E+23,1976,11146,2,979930,SP_1040
11150,30,14,1.11101E+23,1623,11150,2,719219,SP_0760
11172,30,36,1.1001E+23,5020,11172,2,1391101,
11173,30,37,1.10011E+23,2810,11173,2,1535587,SP_1635
11178,30,42,1.101E+22,1352,11178,2,602938,SP_0639
11178.1,30,42,1.101E+22,2524,11178,2,1335647,
11183,30,47,1.1011E+21,1807,11183,2,867875,SP_0914
11197,30,61,1.0001E+22,5061,11197,3,1520773,SP_1621
11215,30,79,1.01011E+23,2152,11215,2,1088028,SP_1154
11220,30,84,1.10101E+23,2099,11220,2,1052854,SP_1119
11224,30,88,1.0111E+21,5750,11224,3,1588962,SP_1687
11234,30,98,1.01101E+23,1131,11234,2,503827,SP_0523
11240,30,104,1.10111E+23,2774,11240,3,1518886,SP_1617
11252,30,116,1.0011E+22,4936,11252,2,1220684,SP_1286
11265,30,129,1.101E+23,1525,11265,2,671449,SP_0705
11267,30,131,1.10001E+20,5905,11267,0,115115,SP_0113
11268,30,132,1.01E+23,589,11268,2,214685,
11273,30,137,1.00111E+23,3466,11273,2,1852308,SP_1950
11282,30,146,1.01E+23,1187,11282,2,527363,SP_0558
11293,30,157,1.001E+21,946,11293,2,421469,SP_0449
11307,30,171,1.00101E+20,5895,11307,2,31380,
11327,30,191,1.01001E+23,5427,11327,2,24234,
11354,30,218,1.0011E+22,5318,11354,2,2022853,SP_2109
11359,30,223,1.0001E+23,995,11359,2,441407,SP_0463
11359.1,30,223,1.0001E+23,1591,11359,2,700802,SP_0737
11361,30,225,1.0101E+23,5865,11361,3,2064457,
11373,30,237,1.101E+23,1760,11373,2,846177,SP_0894
11373.1,30,237,1.101E+23,3050,11373,3,1667984,SP_1765
11374,30,238,1.111E+20,6067,11374,3,1752426,SP_1841
11379,30,243,1.01111E+23,685,11379,2,262929,SP_0285
11396,30,260,1.111E+23,2168,11396,1,1096112,SP_1160
11396.1,30,260,1.111E+23,2939,11396,3,1596732,SP_1693
11405,30,269,1.11111E+21,5752,11405,2,1593722,
11406,30,270,1.01111E+20,3776,11406,3,1991237,
11406.1,30,270,1.01111E+20,6038,11406,2,1486296,
11413,30,277,1.00111E+23,3219,11413,2,1736981,
11437,30,301,1.0001E+23,2115,11437,2,1057628,SP_1123
11437.1,30,301,1.0001E+23,6173,11437,3,1452960,SP_1545
11442,30,306,1.11E+22,5023,11442,2,1401159,
11445,30,309,1.01101E+22,5335,11445,2,2045219,SP_2132
11447,30,311,1.1101E+21,5660,11447,2,1000557,SP_1065
11447.1,30,311,1.1101E+21,5803,11447,3,1791287,SP_1887
11473,30,337,1.11E+23,4355,11473,3,2157159,SP_2236
11476,30,340,1.11111E+23,2974,11476,2,1621843,
11480,30,344,1.10101E+23,2011,11480,3,988020,
11498,30,362,1.10101E+22,5604,11498,2,683530,SP_0717
11521,31,1,1.1101E+23,3227,11521,2,1738048,
11527,31,7,1.00011E+22,5684,11527,2,1228570,SP_1294
11535,31,15,1.1101E+22,5443,11535,3,64839,
11549,31,29,1.10001E+23,1978,11549,2,980357,SP_1040
11557,31,37,1.1111E+22,5109,11557,2,1625048,
11574,31,54,1.00011E+23,5652,11574,2,977390,SP_1036
11591,31,71,1.1101E+23,1702,11591,2,783610,
11614,31,94,1.11E+22,5179,11614,2,1755931,SP_1848
11621,31,101,1.11111E+23,690,11621,2,264021,
11648,31,128,1.11E+22,4683,11648,2,566518,SP_0599
11651,31,131,1.10001E+23,3827,11651,2,2009184,
11664,31,144,1.00111E+23,39,11664,2,43571,SP_0043
11667,31,147,1.01011E+21,5886,11667,2,2112723,
11669,31,149,1.0101E+18,5052,11669,2,1512959,SP_1612
11670,31,150,1.00111E+23,3678,11670,2,1941161,SP_2034
11688,31,168,1.0111E+20,6015,11688,2,1198497,
11694,31,174,1.10001E+20,3513,11694,2,1861167,
11694.1,31,174,1.10001E+20,3514,11694,2,1861168,
11696,31,176,1.11E+22,4785,11696,2,784018,SP_0835
11748,31,228,1.10111E+23,2297,11748,1,1193132,SP_1261
11749,31,229,1.00011E+23,937,11749,2,417336,
11752,31,232,1.10101E+23,3214,11752,3,1735896,
11773,31,253,1.00101E+19,6140,11773,2,528058,
11801,31,281,1.01111E+23,3619,11801,2,1926423,
11810,31,290,1.1111E+23,430,11810,3,151957,SP_0155
11811,31,291,1.00011E+20,2434,11811,2,1265841,SP_1343
11816,31,296,1E+23,675,11816,2,256112,SP_0278
11841,31,321,1.00001E+23,405,11841,2,147403,
11845,31,325,1.1001E+23,3367,11845,2,1796766,SP_1891
11847,31,327,1.1E+23,1390,11847,2,617336,SP_0648
11852,31,332,1.10011E+21,5501,11852,2,255175,SP_0275
11859,31,339,1.0011E+22,5270,11859,2,1954591,
11865,31,345,1.10101E+23,1671,11865,3,757987,
11876,31,356,1.11E+23,3888,11876,2,2026613,SP_2113
11879,31,359,1.11011E+20,5953,11879,2,527796,SP_0559
11892,31,372,1.1001E+23,2566,11892,2,1350363,SP_1431
11894,31,374,1.11111E+21,5817,11894,2,1876971,SP_1970
11908,32,4,1.01E+21,5508,11908,2,293160,SP_0318
11916,32,12,1.00101E+23,3060,11916,2,1668842,
11921,32,17,1.101E+23,1267,11921,3,547580,F20-SP0578-SP0579
11921.1,32,17,1.101E+23,4162,11921,2,2084854,
11921.2,32,17,1.101E+23,4164,11921,2,2085062,SP_2168
11926,32,22,1.01101E+22,4989,11926,2,1311808,SP_1387
11929,32,25,1.001E+23,669,11929,2,245493,SP_0268
11933,32,29,1.11001E+23,3204,11933,3,1734353,SP_1824
11937,32,33,1.1001E+23,1155,11937,2,510884,SP_0530
11956,32,52,1.001E+23,4319,11956,2,2136479,
11970,32,66,1.0101E+23,3171,11970,2,1720252,
11971,32,67,1.10011E+22,5615,11971,2,730668,
11972,32,68,1.01101E+23,3287,11972,2,1756579,SP_1848
11975,32,71,1.10101E+18,6241,11975,2,1266703,SP_1343
11980,32,76,1.10111E+23,3399,11980,3,1804667,SP_1898
11985,32,81,1.10011E+22,5228,11985,2,1858599,SP_1954
11991,32,87,1E+23,1022,11991,2,453550,SP_0475
11992,32,88,1.11001E+23,402,11992,3,147128,SP_0149
11993,32,89,1.1101E+21,5713,11993,3,1355943,
11996,32,92,1.01011E+23,3105,11996,2,1695005,
12022,32,118,1.001E+21,5850,12022,2,2026185,SP_2112
12036,32,132,1.00101E+23,3940,12036,2,2041829,
12046,32,142,1.111E+23,1874,12046,3,910119,SP_0964
12052,32,148,1.00111E+22,5094,12052,2,1585083,
12059,32,155,1.01111E+22,4947,12059,3,1243705,
12077,32,173,1.00111E+21,5790,12077,2,1743158,SP_1833
12103,32,199,1.11101E+23,3433,12103,3,1837692,SP_1933
12107,32,203,1.0101E+18,6245,12107,2,1404380,SP_1494
12112,32,208,1.0001E+23,959,12112,2,431032,SP_0458
12115,32,211,1.10001E+22,5172,12115,2,1743957,SP_1833
12126,32,222,1.10111E+23,1611,12126,2,711822,SP_0752
12156,32,252,1.01011E+22,5291,12156,2,1994390,
12171,32,267,1.10001E+22,1056,12171,3,461012,SP_0480
12192,32,288,1.0001E+23,2288,12192,2,1189298,SP_1256
12197,32,293,1.1101E+23,2852,12197,3,1555641,SP_1654
12233,32,329,1.0101E+23,3190,12233,2,1732472,SP_1821
12237,32,333,1.11101E+23,885,12237,2,372307,
12238,32,334,1.1101E+20,3797,12238,2,1997556,
12239,32,335,1E+23,396,12239,2,146399,
12242,32,338,1.0101E+23,535,12242,2,178612,SP_0186
12249,32,345,1.10011E+23,4328,12249,2,2150589,SP_2231
12259,32,355,1.1001E+23,880,12259,2,370220,SP_0391
12259.1,32,355,1.1001E+23,2846,12259,1,1551444,SP_1652
12284,32,380,1.1001E+22,58,12284,2,52659,SP_0049
12284.1,32,380,1.1001E+22,4800,12284,1,860424,SP_0907
12293,33,5,1.11E+23,3233,12293,2,1739243,SP_1828
12293.1,33,5,1.11E+23,4305,12293,2,2126781,SP_2205
12297,33,9,1.1E+23,4248,12297,2,2100485,
12310,33,22,1.10101E+23,1395,12310,2,617825,SP_0648
12313,33,25,1.01101E+23,424,12313,2,151566,SP_0154
12320,33,32,1.101E+23,820,12320,2,315985,SP_0342
12328,33,40,1.1011E+18,6282,12328,2,1221913,
12330,33,42,1.1001E+23,2414,12330,3,1255658,SP_1331
12331,33,43,1.1011E+18,5951,12331,2,507035,SP_0527
12351,33,63,1.11111E+22,3079,12351,2,1674537,
12374,33,86,1.11001E+23,4429,12374,2,110698,
12380,33,92,1E+23,365,12380,2,139096,SP_0140
12384,33,96,1.1101E+23,3144,12384,2,1713214,
12388,33,100,1.00011E+20,5977,12388,2,841872,SP_0892
12388.1,33,100,1.00011E+20,5999,12388,2,994237,SP_1057
12389,33,101,1E+23,1941,12389,2,955703,SP_1011
12395,33,107,1.10001E+22,5284,12395,2,1981294,SP_2073
12396,33,108,1.11111E+21,5812,12396,2,1832182,SP_1923
12403,33,115,1.1011E+23,3856,12403,2,2015385,
12420,33,132,1.11101E+23,5119,12420,2,1665030,SP_1762
12423,33,135,1.111E+23,3635,12423,2,1930487,
12437,33,149,1.01E+23,2905,12437,2,1586987,SP_1686
12452,33,164,1.11001E+22,5051,12452,2,1510674,SP_1608
12471,33,183,1.01111E+23,3692,12471,2,1943932,SP_2038
12479,33,191,1.11001E+21,5879,12479,2,2094136,SP_2176
12480,33,192,1.11111E+23,4057,12480,2,2071336,SP_2157
12511,33,223,1.1101E+22,2416,12511,3,1256269,
12514,33,226,1.10001E+23,4658,12514,2,513820,SP_0536
12515,33,227,1.1011E+21,5700,12515,3,1264692,SP_1342
12521,33,233,1.1111E+23,3727,12521,2,1959082,SP_2057
12524,33,236,1.11111E+21,5430,12524,2,40376,
12524.1,33,236,1.11111E+21,5791,12524,2,1743898,SP_1833
12529,33,241,1.11011E+22,4834,12529,1,968649,
12531,33,243,1.01E+21,5794,12531,2,1754935,
12536,33,248,1.11E+23,3284,12536,2,1755197,
12543,33,255,1.00011E+22,867,12543,2,360176,
12554,33,266,1.10001E+23,3128,12554,2,1704910,SP_1789
12559,33,271,1.01101E+21,5610,12559,2,714795,
12573,33,285,1.11111E+23,3713,12573,2,1954579,
12582,33,294,1.0001E+22,6265,12582,2,2155894,SP_2235
12593,33,305,1.01111E+23,2811,12593,2,1535645,SP_1635
12606,33,318,1.0101E+23,1387,12606,1,616355,SP_0648
12610,33,322,1.111E+22,616,12610,2,219700,SP_0250
12611,33,323,1.1E+20,4808,12611,3,878512,
12624,33,336,1.11E+23,2413,12624,2,1255473,SP_1331
12631,33,343,1.1E+22,4980,12631,2,1278182,SP_1357
12665,33,377,1.1011E+23,2006,12665,3,986921,
