"","trans.index","pool.index","distance","position","gene","plate","well","code"
"407",2099,1365,0,1052854,"SP_1119",4,213,"110011110000111100111100"
"408",3600,1368,0,1920988,"SP_2013",4,216,"111111110001001001111000"
"409",3621,1369,3,1927076,"SP_2021",4,217,"110111100100110100101101"
"410",4133,1369,0,2081129,"",4,217,"110111100100110100101101"
"411",244,1371,2,96809,"SP_0094",4,219,"100101010011001101010000"
"412",2722,1374,3,1462318,"SP_1552",4,222,"101100011110111000101011"
"413",4933,1376,0,1178201,"SP_1246",4,224,"010100000111101101000100"
"414",517,1384,0,169790,"SP_0177",4,232,"100000011111001110010000"
"415",1606,1391,3,709945,"SP_0750",4,239,"111101101010010101100011"
"416",4355,1391,3,2157159,"SP_2236",4,239,"111101101010010101100011"
"417",3303,1396,0,1760179,"SP_1852",4,244,"100001111100010101011100"
"418",5442,1399,3,47739,"SP_0045",4,247,"001001001100111111111100"
"419",912,1400,0,378394,"",4,248,"111101011001100111001010"
"420",1492,1400,3,663242,"SP_0692",4,248,"111101011001100111001010"
"421",2120,1400,0,1061150,"",4,248,"111101011001100111001010"
"422",559,1404,1,191696,"SP_0205",4,252,"110010011011000110111011"
"423",5494,1405,0,164597,"SP_0168",4,253,"001011010100001010111000"
"424",3285,1408,3,1755314,"SP_1847",4,256,"110000110001110101110111"
"425",1368,1409,3,608893,"SP_0641",4,257,"111111000011110010101001"
"426",2212,1410,3,1125690,"",4,258,"100111000111010011101101"
"427",2469,1410,0,1285457,"",4,258,"100111000111010011101101"
"428",5533,1412,0,360571,"",4,260,"001101010110011011110110"
"429",3144,1414,0,1713214,"",4,262,"100111001101001011100010"
"430",6108,1415,1,1394538,"SP_1482",4,263,"001100111001001111111001"
"431",5076,1416,3,1536352,"",4,264,"010010111101000110110111"
"432",4455,1418,0,117038,"",4,266,"010000100111110100010001"
"433",4938,1423,0,1213505,"SP_1277",4,271,"010011010010010001000111"
"434",1648,1425,0,738243,"",4,273,"111100000101000010010011"
"435",5950,1436,0,2121368,"",4,284,"001001110001100010110001"
"436",1428,1437,0,631152,"SP_0660",4,285,"100111000110000011110110"
"437",5875,1438,0,1879358,"SP_1973",4,286,"001110010001011111101101"
"438",4534,1439,0,224197,"",4,287,"010100111000110100010100"
"439",4582,1446,0,358497,"SP_0379",4,294,"010100000010110111101101"
"440",4653,1448,2,492244,"SP_0510",4,296,"001011011001001111111100"
"441",5919,1448,3,2040522,"",4,296,"001011011001001111111100"
"442",5264,1449,1,1892656,"R08-SP1988-SP1989",4,297,"010100111111001101100101"
"443",911,1453,3,378172,"",4,301,"000010010010101101001011"
"444",4102,1455,0,2077429,"SP_2160",4,303,"111101100000001101101100"
"445",5018,1456,1,1351963,"SP_1433",4,304,"010111001111001100111100"
"446",5957,1457,2,46633,"SP_0045",4,305,"000100100011010111001111"
"447",5089,1461,0,1572233,"",4,309,"010000101100111100000101"
"448",2961,1467,2,1617356,"",4,315,"111010111101101110000010"
"449",2245,1468,0,1154708,"",4,316,"110010100100100001001101"
"450",2850,1470,1,1555032,"SP_1654",4,318,"110000000101011010010101"
"451",2289,1471,0,1189521,"SP_1257",4,319,"101100100100111011010010"
"452",3568,1473,1,1893619,"SP_1989",4,321,"101100101010001110101010"
"453",4913,1475,0,1085162,"SP_1154",4,323,"010110010101100100110101"
"454",3011,1476,1,1656538,"SP_1755",4,324,"101110001001101000001100"
"455",959,1481,0,431032,"SP_0458",4,329,"111000100110001111000000"
"456",630,1482,1,221734,"SP_0251",4,330,"111001000011111101100110"
"457",601,1487,3,217171,"SP_0247",4,335,"101011001101010000011011"
"458",1564,1487,0,687855,"SP_0722",4,335,"101011001101010000011011"
"459",458,1488,3,159473,"SP_0163",4,336,"101011001000101101110111"
"460",3606,1491,1,1923691,"SP_2017",4,339,"101010100100110111100010"
"461",5200,1499,0,1766141,"",4,347,"010100111001111101101100"
"462",5156,1500,1,1715808,"SP_1799",4,348,"011111011000101111101000"
"463",618,1503,1,219829,"",4,351,"101010010001001000011011"
"464",2317,1504,3,1215878,"SP_1281",4,352,"111010110100111000010111"
"465",3724,1504,3,1957578,"",4,352,"111010110100111000010111"
"466",5399,1510,0,2090803,"SP_2173",4,358,"010110010011101001100101"
"467",4070,1511,3,2073648,"SP_2158",4,359,"111110011101001001110001"
"468",2026,1514,0,991565,"SP_1054",4,362,"110110111000101111010010"
"469",5330,1523,0,2019035,"SP_2107",4,371,"010110011100010110011010"
"470",4680,1525,0,555448,"SP_0585",4,373,"011000110000001101011001"
"471",1753,1531,1,843978,"",4,379,"001100000011101000111010"
"472",1968,1533,0,977657,"",4,381,"100101011101100001001011"
"473",4299,1538,1,2119504,"SP_2197",5,2,"111010000010101101001110"
"474",1871,1541,3,905688,"SP_0957",5,5,"100111110100011100011101"
"475",4792,1550,1,755944,"SP_0802",5,14,"010101011100001100110101"
"476",5650,1560,3,740731,"SP_0787",5,24,"001010001101110110110111"
"477",3389,1562,3,1803033,"SP_1896",5,26,"101000111110111011100010"
"478",4977,1563,1,1258690,"SP_1336",5,27,"011111010111001010001011"
"479",3349,1564,0,1780606,"SP_1876",5,28,"111011100010000101000001"
"480",4611,1565,3,438108,"",5,29,"011111010110100111001001"
"481",4671,1565,2,518334,"SP_0546",5,29,"011111010110100111001001"
"482",4988,1566,3,1269115,"SP_1344",5,30,"010111000111001001001101"
"483",1651,1568,3,740727,"SP_0787",5,32,"101101000001110111010010"
"484",5124,1569,0,1662961,"SP_1761",5,33,"011001010011010110010101"
"485",961,1571,1,432206,"",5,35,"101001100101011001101100"
"486",2040,1573,3,995408,"",5,37,"010110100111011111100100"
"487",1780,1576,3,859298,"",5,40,"101010010001110101000010"
"488",5487,1582,3,159477,"SP_0163",5,46,"001001110001000110001011"
"489",5893,1582,3,1961603,"SP_2059",5,46,"001001110001000110001011"
"490",4085,1586,0,2075087,"SP_2159",5,50,"100111001010101011110000"
"491",2984,1589,3,1625652,"SP_1722",5,53,"111100110000111101101010"
"492",5622,1595,0,618868,"SP_0648",5,59,"001111000111100001000100"
"493",5847,1595,3,1742394,"SP_1831",5,59,"001111000111100001000100"
"494",685,1599,2,262929,"SP_0285",5,63,"011000001010110011111001"
"495",6153,1605,0,1775480,"SP_1870",5,69,"000111011001001101100110"
"496",5190,1609,3,1752426,"SP_1841",5,73,"011101000100110111011011"
"497",5002,1611,3,1315273,"SP_1391",5,75,"010000101100100101100110"
"498",5113,1611,1,1623039,"",5,75,"010000101100100101100110"
"499",2683,1613,0,1431806,"SP_1523",5,77,"111011101011010000101011"
"500",1725,1616,3,831353,"SP_0881",5,80,"101011000011100101100011"
"501",3795,1618,1,1997009,"SP_2088",5,82,"011000110010110100011101"
"502",2741,1623,0,1492276,"SP_1587",5,87,"110010011100000001101100"
"503",2061,1624,0,1016172,"",5,88,"101011000000001111000011"
"504",3273,1626,0,1745244,"",5,90,"101110001100101000111001"
"505",2788,1632,0,1524691,"SP_1623",5,96,"100100111101001010111011"
"506",5036,1635,2,1404342,"SP_1494",5,99,"010100110101001100001001"
"507",2006,1637,3,986921,"",5,101,"011011001101110111100010"
"508",40,1638,0,43874,"SP_0043",5,102,"101001011111011010010101"
"509",1629,1639,0,723863,"SP_0764",5,103,"101000000101001100111010"
"510",1988,1641,3,982286,"",5,105,"101010011110110111100100"
"511",5393,1648,2,2081875,"SP_2164",5,112,"010000100110111110010110"
"512",425,1649,3,151639,"SP_0154",5,113,"011010011110001001111110"
"513",5067,1650,3,1522286,"",5,114,"011110001011110101001110"
"514",531,1659,0,174417,"SP_0182",5,123,"100100001101010001001101"
"515",665,1660,3,243870,"SP_0268",5,124,"111000100111100010000010"
"516",5855,1662,3,1756249,"SP_1848",5,126,"101100011110100001001000"
"517",1773,1663,1,857190,"",5,127,"101010011011001001110111"
"518",3272,1665,1,1744870,"SP_1833",5,129,"100110011000000101110111"
"519",5233,1666,0,1832182,"SP_1923",5,130,"010001111011110110001101"
"520",5611,1668,2,573694,"SP_0606",5,132,"001011100010100010111000"
"521",5769,1669,0,1371900,"SP_1453",5,133,"001111000011001111001100"
"522",3090,1670,0,1676966,"SP_1771",5,134,"111111110001110100100001"
"523",3935,1671,1,2041466,"SP_2129",5,135,"000100010001101111100001"
"524",4617,1672,0,442181,"SP_0463",5,136,"011101000110010111111100"
"525",5256,1679,1,1875162,"SP_1967",5,143,"110110000110011000111111"
"526",6094,1682,0,1262917,"SP_1340",5,146,"000111100110110011110011"
"527",5217,1683,2,1793678,"SP_1889",5,147,"010011100011000000110110"
"528",6186,1684,0,2031988,"SP_2120",5,148,"000111011010100100111001"
"529",609,1687,0,218725,"SP_0250",5,151,"101000110101001110101111"
"530",2944,1692,0,1598512,"SP_1694",5,156,"101110110101100101011010"
"531",4989,1694,2,1269218,"SP_1344",5,158,"111110010000001111001010"
"532",2915,1695,3,1589626,"SP_1688",5,159,"111101100011000000001001"
"533",4520,1696,2,211917,"SP_0241",5,160,"010100111101010000011011"
"534",4367,1704,2,2159484,"SP_2239",5,168,"100111110101101000111100"
"535",86,1705,1,63294,"",5,169,"111011010001110111101000"
"536",4279,1714,1,2112259,"SP_2191",5,178,"101011000011011000111010"
"537",5467,1715,3,112290,"SP_0110",5,179,"001010001011011111011101"
"538",3961,1720,0,2044429,"",5,184,"101000001101110111101101"
"539",4564,1721,0,290409,"",5,185,"011011000110000010101111"
"540",4485,1723,0,152224,"SP_0155",5,187,"010001000101100110100101"
"541",3850,1724,3,2014665,"SP_2104",5,188,"101101111000111001001110"
"542",4976,1726,0,1256327,"",5,190,"011000110110011010010101"
"543",2450,1735,0,1267822,"SP_1344",5,199,"101100011100100101010101"
"544",4434,1746,1,99624,"SP_0097",5,210,"011110000100010011010010"
"545",5275,1752,3,1930021,"",5,216,"000110001111101001010011"
"546",6083,1752,0,1193192,"SP_1261",5,216,"000110001111101001010011"
"547",675,1757,0,256112,"SP_0278",5,221,"100101010110010100000110"
"548",5737,1759,0,1232619,"SP_1306",5,223,"001100001111011010100000"
"549",6268,1760,0,1656972,"SP_1757",5,224,"000011111100001101100101"
"550",324,1762,2,134929,"SP_0136",5,226,"111110010000001100110101"
"551",1808,1763,0,867983,"SP_0914",5,227,"100110011100010101011001"
"552",4015,1769,1,2060838,"SP_2146",5,233,"111001110101110010100011"
"553",2162,1772,0,1093479,"",5,236,"110000111110110111010001"
"554",2254,1772,3,1165459,"",5,236,"110000111110110111010001"
"555",1452,1774,0,641888,"SP_0665",5,238,"101101000000100111001001"
"556",6181,1777,0,1985944,"SP_2076",5,241,"000101111101010010110001"
"557",4521,1778,0,212288,"",5,242,"011111010100000111101110"
"558",6330,1779,0,1154446,"",5,243,"000001010000110011111001"
"559",1837,1783,0,883833,"SP_0930",5,247,"111000011001110010101010"
"560",782,1784,2,294613,"SP_0320",5,248,"100011010101110001101001"
"561",2943,1784,3,1598145,"",5,248,"100011010101110001101001"
"562",3205,1786,3,1734641,"SP_1824",5,250,"111001111101001001110100"
"563",3020,1788,0,1660098,"SP_1759",5,252,"100111000000010100111010"
"564",6233,1789,0,531893,"SP_0566",5,253,"000010100000001111111001"
"565",4641,1790,0,464200,"SP_0483",5,254,"010110101110010000010010"
"566",3356,1791,0,1787444,"SP_1884",5,255,"110101001110111001000111"
"567",6415,1792,3,1073317,"",5,256,"000100010011010101011010"
"568",6029,1793,3,553660,"SP_0584",5,257,"100100001101110101110111"
"569",1928,1797,2,950604,"SP_1005",5,261,"101011110010101101110001"
"570",2215,1808,2,1126018,"SP_1188",5,272,"110000001011010010110100"
"571",2531,1809,0,1340435,"",5,273,"110101111111010110010000"
"572",2939,1809,3,1596732,"SP_1693",5,273,"110101111111010110010000"
"573",6100,1810,0,1354511,"SP_1435",5,274,"000100101110110101001110"
"574",124,1812,3,68523,"SP_0063",5,276,"000011111111011010011100"
"575",5934,1812,3,2067276,"",5,276,"000011111111011010011100"
"576",5186,1813,2,1743957,"SP_1833",5,277,"011011000001011111100100"
"577",6195,1818,0,2074111,"",5,282,"000100010100110110110111"
"578",5466,1821,3,112092,"SP_0110",5,285,"001011011101011111010010"
"579",5499,1822,0,168387,"SP_0175",5,286,"001100000010011111100100"
"580",2601,1823,0,1357203,"SP_1438",5,287,"110110001011011110000100"
"581",3424,1824,0,1832699,"SP_1923",5,288,"111000011000011100010111"
"582",5873,1825,1,1875158,"SP_1967",5,289,"001010111000001010110001"
"583",3990,1826,0,2053024,"SP_2142",5,290,"110101000101010101101001"
"584",189,1828,0,78234,"SP_0071",5,292,"111011101111000000000101"
"585",2287,1831,2,1188943,"SP_1255",5,295,"010011010101010101101111"
"586",5079,1831,2,1544509,"",5,295,"010011010101010101101111"
"587",535,1843,0,178612,"SP_0186",5,307,"111100000000011011000101"
"588",776,1844,0,292438,"",5,308,"101011001111001110011010"
"589",2223,1845,0,1130725,"SP_1195",5,309,"110000111110010000010100"
"590",5469,1846,0,115452,"",5,310,"001011101011010011101000"
"591",5625,1850,1,632370,"",5,314,"001110011011000100011101"
"592",2297,1854,1,1193132,"SP_1261",5,318,"100111110001100010001110"
"593",6434,1855,0,507748,"SP_0528",5,319,"000000001111011000111010"
"594",5086,1856,0,1558231,"",5,320,"010000101110011100100010"
"595",315,1866,1,133952,"SP_0135",5,330,"101101110110101000001100"
"596",2130,1871,1,1069668,"SP_1139",5,335,"101100100101110010101010"
"597",4737,1872,0,642701,"SP_0666",5,336,"010101011001110010100110"
"598",4738,1872,1,642728,"SP_0666",5,336,"010101011001110010100110"
"599",1412,1889,1,626696,"SP_0655",5,353,"110001011111010101011001"
"600",5500,1891,1,169454,"SP_0176",5,355,"001000011111111111000110"
"601",5397,1897,0,2087220,"SP_2169",5,361,"010101100110001100110011"
"602",605,1899,2,217842,"",5,363,"111011100001001011011011"
"603",5768,1905,3,1370224,"SP_1450",5,369,"001100000111111011101011"
"604",5861,1905,2,1796817,"SP_1891",5,369,"001100000111111011101011"
"605",2068,1909,1,1027106,"SP_1092",5,373,"111010111001011001101001"
"606",5318,1912,3,2007553,"SP_2099",5,376,"010100110001011111011000"
"607",130,1913,2,69601,"",5,377,"101100101010010100110110"
"608",5484,1920,2,154436,"SP_0156",5,384,"001010110010110101111011"
"609",4444,1929,0,111247,"SP_0110",6,9,"011100010010110111010100"
"610",4767,1936,0,703917,"",6,16,"010100110010001011011110"
"611",5192,1940,0,1756006,"SP_1848",6,20,"011001011100101010010101"
"612",294,1943,1,117132,"",6,23,"110000111100010100001001"
"613",3622,1945,0,1927342,"SP_2021",6,25,"110110001101101101110010"
"614",5104,1955,0,1591044,"",6,35,"010100001100111100110011"
"615",1874,1957,3,910119,"SP_0964",6,37,"111011010101100111000110"
"616",2762,1960,3,1516472,"SP_1615",6,40,"111011010100110100100010"
"617",759,1961,2,285551,"SP_0312",6,41,"111001111110111001001000"
"618",2625,1965,3,1374325,"SP_1458",6,45,"101100011101101111010010"
"619",2004,1967,3,986219,"SP_1046",6,47,"111011101001001101010101"
"620",5615,1968,0,600059,"",6,48,"001101011111101001011001"
"621",4319,1969,0,2136479,"",6,49,"100100000011100100110101"
"622",4581,1973,0,353292,"SP_0374",6,53,"010011010100000101110100"
"623",3486,1974,0,1856432,"SP_1953",6,54,"101011001000110100010100"
"624",1198,1975,3,535491,"",6,55,"101111010100000100101101"
"625",5085,1976,0,1554716,"",6,56,"010011010000101011111100"
"626",1740,1979,0,835248,"SP_0886",6,59,"110010101010110011110000"
"627",4838,1982,0,936473,"",6,62,"011100100101110010010110"
"628",6088,1987,0,1244870,"",6,67,"000100101111100101010101"
"629",5657,1992,0,831762,"",6,72,"001111000111111011011000"
"630",1092,1996,3,478810,"SP_0498",6,76,"110010010100011101111110"
"631",4936,1998,2,1197256,"",6,78,"011000110101101001010110"
"632",4080,1999,1,2074308,"SP_2159",6,79,"101000000100000110111101"
"633",6357,2001,1,2059242,"SP_2145",6,81,"010001110100001001110010"
"634",3198,2008,0,1733443,"",6,88,"110000000001001010111011"
"635",5166,2011,0,1724566,"SP_1811",6,91,"011011111101101100010100"
"636",6033,2012,0,594693,"SP_0627",6,92,"000100101010100110011111"
"637",4098,2014,3,2076531,"SP_2159",6,94,"010110100111100010111101"
"638",6086,2034,0,1226096,"SP_1291",6,114,"000100101111011011110011"
"639",805,2039,0,305177,"",6,119,"111110101011111000010010"
"640",5115,2042,0,1629805,"SP_1726",6,122,"011001010000111111001010"
"641",1296,2044,3,564528,"",6,124,"101110001001010110101010"
"642",6095,2048,0,1272608,"SP_1351",6,128,"000110111101001000011110"
"643",5259,2052,2,1878431,"SP_1972",6,132,"010000010110100110011111"
"644",676,2053,2,256453,"SP_0278",6,133,"110000111000100000011101"
"645",1282,2054,0,555931,"SP_0585",6,134,"101001011101111001001101"
"646",2811,2054,2,1535645,"SP_1635",6,134,"101001011101111001001101"
"647",1429,2055,0,631375,"",6,135,"100000100001011110111000"
"648",6138,2056,0,1627892,"SP_1724",6,136,"000101111110011100101011"
"649",3574,2059,3,1895909,"SP_1992",6,139,"101111100010001011101000"
"650",5380,2064,0,2073292,"SP_2158",6,144,"010100000011111110010101"
"651",728,2066,3,278556,"",6,146,"000111100001110111011011"
"652",6131,2066,0,1575186,"",6,146,"000111100001110111011011"
"653",5302,2067,3,1991204,"",6,147,"011101110011110001100110"
"654",2875,2069,3,1578925,"",6,149,"000110111110100001000001"
"655",4479,2070,0,145482,"",6,150,"011001101001101011001010"
"656",3463,2076,0,1851962,"SP_1950",6,156,"100100111010001101101100"
"657",6389,2084,2,1092033,"SP_1157",6,164,"000000110100101111100010"
"658",1816,2088,0,873148,"SP_0919",6,168,"111101011000110111010001"
"659",286,2089,0,115986,"",6,169,"111000011101000110111110"
"660",4950,2092,0,1228570,"SP_1294",6,172,"011001011110001001001101"
"661",1021,2097,0,453300,"SP_0474",6,177,"101011000101001100001001"
"662",1596,2100,0,702131,"SP_0739",6,180,"111101100011111101010000"
"663",5288,2101,1,1946848,"SP_2041",6,181,"000011110111011100010010"
"664",2878,2104,0,1579242,"SP_1679",6,184,"100100111010010100001111"
"665",4245,2114,0,2097849,"SP_2180",6,194,"101110111010100100000011"
"666",4712,2121,0,613939,"SP_0647",6,201,"010110010110010111110110"
"667",5114,2121,3,1629175,"SP_1725",6,201,"010110010110010111110110"
"668",1216,2122,0,542509,"SP_0575",6,202,"100110010011001101100011"
"669",1330,2128,0,584049,"SP_0616",6,208,"101110111000000111011011"
"670",6226,2130,0,374249,"SP_0395",6,210,"000010010001000111101011"
"671",2409,2134,0,1254497,"SP_1329",6,214,"100110100000011011110000"
"672",3794,2135,2,1996841,"",6,215,"111101010110100101101100"
"673",6244,2140,0,779519,"",6,220,"000010011011100010111101"
"674",4308,2142,2,2127353,"SP_2206",6,222,"010011100001011110110111"
"675",2905,2146,0,1586987,"SP_1686",6,226,"110101111000010001000111"
"676",1220,2153,0,542832,"",6,233,"110010011000110101111000"
"677",966,2154,3,434720,"",6,234,"111110100110100100110101"
"678",2738,2159,2,1488372,"SP_1583",6,239,"101101110011010101100000"
"679",4753,2162,3,672507,"SP_0707",6,242,"011010011110010011100010"
"680",5349,2163,0,2046718,"SP_2136",6,243,"010000010111001011011101"
"681",3040,2171,0,1665351,"SP_1762",6,251,"100001000111011111011101"
"682",6448,2174,0,1928077,"SP_2022",6,254,"000000001010111100110101"
"683",2933,2178,3,1593266,"",6,258,"111100111110001000010010"
"684",1917,2186,3,947656,"SP_1004",6,266,"100101011010011011000101"
"685",3648,2188,0,1933684,"",6,268,"101100100010010001000111"
"686",3459,2192,0,1850701,"SP_1949",6,272,"101001010000111100001001"
